"排名","代號","名稱","股價日期","成交","市值(億)","產業別","相關產業","漲跌幅","振幅(%)","成交額(百萬)","02/02成交量(張)","02/02成交量週轉率(%)"
"1253",="3046","建碁","02/02","52.5","41.2","電腦及週邊設備業","電腦及週邊設備","+2.34","3.7","15.7","303","0.39"
"1254",="1783","和康生","02/02","45.9","41.2","生技醫療業","生技醫療","-0.65","1.41","3.66","80","0.09"
"1255",="9951","皇田","02/02","54.9","41.1","電機機械","電機機械","-1.08","1.26","3.63","66","0.09"
"1256",="9934","成霖","02/02","10","41.1","居家生活","其他","-0.99","0.99","5.96","597","0.15"
"1257",="6689","伊雲谷","02/02","60.2","40.9","數位雲端","軟體業–系統整合","+0.17","2.16","11.9","199","0.29"
"1258",="6122","擎邦","02/02","52.4","40.9","電機機械","電機機械","-1.69","1.69","33.4","634","0.81"
"1259",="9931","欣高","02/02","33.95","40.9","油電燃氣業","油電燃氣","0","0.15","0.14","4","0"
"1260",="00930","永豐ESG低碳高息","02/02","17.63","40.8","國內成分股ETF","國內成分股ETF","-1.73","1.78","29","1,646","0.71"
"1261",="8240","華宏","02/02","40.75","40.8","光電業","光電","-1.81","3.13","20.6","508","0.51"
"1262","00970B","新光BBB投等債20+","02/02","9.56","40.7","債券ETF","債券ETF","+1.38","0.95","22.6","2,367","0.56"
"1263",="6569","醫揚","02/02","104","40.6","生技醫療業","生技醫療","-2.35","2.35","3.47","33","0.08"
"1264",="6546","正基","02/02","60.7","40.6","通信網路業","通信網路–網路設備","-3.19","3.03","16.9","276","0.41"
"1265",="5533","皇鼎","02/02","14.2","40.5","建材營造業","建材營造","-0.7","1.05","0.99","70","0.02"
"1266",="3051","力特","02/02","24.25","40.5","光電業","光電","-2.81","3.61","26.1","1,071","0.64"
"1267",="6743","安普新","02/02","26.95","40.4","其他電子業","消費性電子產品","-2.88","3.06","5.41","202","0.13"
"1268",="1799","易威","02/02","32.4","40.4","生技醫療業","醫藥產業","-2.85","2.4","5.37","165","0.13"
"1269","00706L","期元大S&P日圓正2","02/02","20.81","40.3","槓桿及反向型期貨ETF","槓桿及反向型期貨ETF","-1.23","0.85","71.1","3,425","1.77"
"1270",="6877","鏵友益","02/02","85.7","40.3","其他電子業","櫃其他電子","-1.61","2.3","12.9","151","0.32"
"1271",="6486","互動","02/02","79","40.2","通信網路業","軟體業–系統整合","0","1.39","10.4","132","0.26"
"1272",="2399","映泰","02/02","22.55","40.2","電腦及週邊設備業","電子零組件–主機板","-3.01","4.09","52.5","2,319","1.3"
"1273",="4707","磐亞","02/02","9.94","40.1","化學工業","化工","-0.6","1.3","4.97","499","0.12"
"1274",="1809","中釉","02/02","24","40.1","玻璃陶瓷","玻璃陶瓷","-2.83","11.1","144","5,740","3.44"
"1275",="6695","芯鼎","02/02","41.55","40.1","半導體業","半導體–IC設計","-2.81","3.27","14.9","357","0.37"
"1276","00984A","主動安聯台灣高息","02/02","11.76","40","主動式國內成分股ETF","主動式國內成分股ETF","-2.41","2.32","139","11,770","3.46"
"1277",="8438","昶昕","02/02","57.2","40","綠能環保","印刷電路板 (PCB)","-0.69","6.25","59","1,032","1.48"
"1278",="4903","聯光通","02/02","37.9","39.9","通信網路業","通信網路–光通訊,通信網路–網路設備","-5.25","4.88","88.4","2,311","2.19"
"1279",="2017","官田鋼","02/02","8.93","39.9","鋼鐵工業","鋼鐵","-1.11","3.54","16.6","1,837","0.41"
"1280",="4564","元翎","02/02","17.1","39.8","電機機械","電機機械","+5.23","7.69","32.7","1,913","0.82"
"1281",="6498","久禾光","02/02","84.3","39.8","光電業","消費性電子產品–數位相機","-2.2","2.2","3.05","36","0.08"
"1282",="8463","潤泰材","02/02","26.5","39.8","其他業","水泥–水泥生產","-1.49","1.49","2.17","82","0.05"
"1283",="9906","欣巴巴","02/02","43.95","39.7","建材營造業","建材營造","-0.34","2.04","10.3","233","0.26"
"1284",="3047","訊舟","02/02","17.75","39.7","通信網路業","通信網路–無線網路,通信網路–網路設備","-1.11","2.79","24","1,348","0.6"
"1285",="8367","建新國際","02/02","42.95","39.6","航運業","航運–倉儲物流,航運–陸上貨運,航運–陸運","-0.12","0.12","0.21","5","0.01"
"1286",="3577","泓格","02/02","61.6","39.4","電腦及週邊設備業","電腦及週邊設備","+2.33","3.32","7.55","124","0.19"
"1287",="8104","錸寶","02/02","37.8","39.3","光電業","面板業","-10","4.76","175","4,552","4.37"
"1288",="6275","元山","02/02","49.2","39.2","電子零組件業","消費性電子產品","-2.77","2.17","39.9","809","1.02"
"1289",="00949","復華日本龍頭","02/02","19.08","38.9","國外成分股ETF","國外成分股ETF","+0.37","1.47","30.5","1,590","0.78"
"1290",="1414","東和","02/02","19.65","38.9","紡織纖維","紡織纖維","-0.51","4.3","9.14","467","0.24"
"1291",="6668","中揚光","02/02","36.25","38.8","光電業","消費性電子產品–數位相機","-2.03","2.43","11","300","0.28"
"1292",="3484","崧騰","02/02","49.25","38.8","電子零組件業","電子零組件","-1.5","2.4","8.23","168","0.21"
"1293",="4439","冠星-KY","02/02","101.5","38.6","紡織纖維","紡織纖維","+1","1.49","2.84","28","0.07"
"1294",="4120","友華","02/02","44.5","38.6","生技醫療業","生物科技","-1.33","2.33","0.62","14","0.02"
"1295",="3594","磐儀","02/02","40.15","38.5","電腦及週邊設備業","電腦及週邊設備","-3.25","4.46","35.4","877","0.91"
"1296",="6212","理銘","02/02","37.75","38.5","建材營造業","建材營造","-0.66","3.03","0.23","6","0.01"
"1297",="2477","美隆電","02/02","24.25","38.5","其他電子業","消費性電子產品","-1.62","2.43","6.17","255","0.16"
"1298",="3356","奇偶","02/02","48.05","38.4","光電業","光電","+0.1","1.87","13.9","289","0.36"
"1299",="6722","輝創","02/02","43.25","38.2","其他電子業","興其他電子","-0.69","3.1","6.8","159","0.18"
"1300",="3666","光耀","02/02","27.45","38.1","光電業","光電","-1.96","3.93","2.32","85","0.06"
"1301",="2254","巨鎧精密-創","02/02","59.6","38.1","汽車工業","創新板","+0.17","1.18","11.5","194","0.3"
"1302",="5514","三豐","02/02","16.1","38","建材營造業","建材營造","+0.62","3.75","3.33","205","0.09"
"1303",="4580","捷流閥業","02/02","81.2","38","電機機械","電機機械","-0.61","1.84","1.63","20","0.04"
"1304",="00690","兆豐藍籌30","02/02","49.4","38","國內成分股ETF","國內成分股ETF","-1.79","1.75","54.3","1,101","1.43"
"1305",="6693","廣閎科","02/02","82.9","37.9","半導體業","半導體–IC設計","-2.81","3.87","37.8","457","1"
"1306",="8059","凱碩","02/02","19.45","37.7","通信網路業","通信網路–無線網路,通信網路–網路設備","-2.75","4.75","6.55","334","0.17"
"1307",="1423","利華","02/02","37.75","37.6","紡織纖維","紡織纖維","-0.53","0.13","0.68","18","0.02"
"1308",="5386","青雲","02/02","104","37.5","電腦及週邊設備業","電腦及週邊設備","+9.94","7.19","520","5,050","14"
"1309",="3093","港建*","02/02","25.8","37.5","其他電子業","其他電子","-0.19","2.13","5.9","229","0.16"
"1310",="3025","星通","02/02","66","37.4","通信網路業","通信網路–光通訊,通信網路–電信設備,通信網路–網路設備","-4.49","8.68","143","2,164","3.81"
"1311",="8183","精星","02/02","30.85","37.4","其他電子業","其他電子","-4.34","4.5","11.7","376","0.31"
"1312",="00636","國泰中國A50","02/02","26.52","37.2","國外成分股ETF","國外成分股ETF","-0.79","1.57","34.7","1,300","0.93"
"1313",="6612","奈米醫材","02/02","78.3","37.2","生技醫療業","生技醫療","-4.28","5.13","2.63","33","0.07"
"1314",="5902","德記","02/02","39.3","37.1","居家生活","貿易百貨","-1.26","1.38","0.75","19","0.02"
"1315",="3323","加百裕","02/02","37.75","37","電腦及週邊設備業","3C周邊產品","+0.4","11.3","316","8,037","8.19"
"1316","00995A","主動中信台灣卓越","02/02","10.21","37","主動式國內成分股ETF","主動式國內成分股ETF","-0.87","1.65","209","20,517","5.66"
"1317",="2910","統領","02/02","21.1","37","貿易百貨業","貿易百貨","0","0.95","0.04","2","0"
"1318",="5299","杰力","02/02","72.6","36.9","半導體業","半導體–IC設計","-3.07","2.14","6.36","87","0.17"
"1319",="4207","環泰","02/02","18.6","36.9","食品工業","食品原料–糖","0","1.34","3.04","164","0.08"
"1320",="1752","南光","02/02","36.5","36.9","生技醫療業","醫藥產業","+0.27","1.24","4.21","116","0.11"
"1321",="8084","巨虹","02/02","53","36.8","電子通路業","電子通路","-4.33","5.6","12.7","241","0.35"
"1322","00685L","群益臺灣加權正2","02/02","152.6","36.8","槓桿及反向型ETF","槓桿及反向型ETF","-3.75","3.41","290","1,902","7.88"
"1323",="6614","資拓宏宇","02/02","45.55","36.7","數位雲端","軟體業–系統整合","-2.25","2.15","5.72","125","0.15"
"1324",="3038","全台","02/02","23.3","36.7","光電業","面板業","-0.64","1.49","4.71","202","0.13"
"1325",="8088","品安","02/02","60.2","36.7","半導體業","半導體–IC製造,電子零組件–DRAM模組,電子零組件–Flash模組","-9.88","6.44","413","6,794","11.2"
"1326",="3226","龍鋒","02/02","56.9","36.7","電機機械","電機機械","0","0","0","0","0"
"1327",="1473","台南","02/02","25.05","36.6","紡織纖維","紡織纖維","-3.09","2.32","2.85","113","0.08"
"1328",="6127","九豪","02/02","33.8","36.5","電子零組件業","被動元件","-7.4","6.58","128","3,724","3.45"
"1329",="6931","青松健康","02/02","55.2","36.5","生技醫療業","生技","-1.43","1.07","3.25","59","0.09"
"1330",="2754","亞洲藏壽司","02/02","77.8","36.5","觀光餐旅","櫃觀光","-0.51","1.02","1.09","14","0.03"
"1331",="1443","立益物流","02/02","26.9","36.4","其他業","航運–倉儲物流","-2.18","1.09","0.3","11","0.01"
"1332",="2743","山富","02/02","77.7","36.4","觀光餐旅","觀光","-1.4","2.16","9.33","120","0.26"
"1333",="2462","良得電","02/02","24.2","36.3","電子零組件業","電子零組件","-1.02","3.07","10.6","436","0.29"
"1334",="2460","建通","02/02","21.45","36.3","電子零組件業","電子零組件","-5.51","5.95","11","503","0.3"
"1335",="1529","樂事綠能","02/02","23.4","36.3","電機機械","電機機械","-2.3","3.13","25.6","1,092","0.7"
"1336",="2488","漢平","02/02","45.3","36.2","其他電子業","消費性電子產品,航運–倉儲物流","-1.52","0.98","6.81","150","0.19"
"1337",="1598","岱宇","02/02","20.2","36.2","運動休閒","生技醫療","+1.25","2.51","6.13","308","0.17"
"1338",="2613","中櫃","02/02","24.35","36.1","航運業","航運–貨櫃場,航運–貨櫃製造、維修","0","2.67","9.85","406","0.27"
"1339",="3372","典範","02/02","20.6","36.1","半導體業","半導體–IC封裝測試,半導體–IC製造","-3.29","4.23","31.1","1,485","0.85"
"1340",="6799","來頡","02/02","82.5","36.1","半導體業","半導體–IC設計","-3.51","4.09","19.5","237","0.54"
"1341",="1506","正道","02/02","12","36","電機機械","電機機械","-4","5.2","3.38","280","0.09"
"1342",="1438","三地開發","02/02","32.3","35.9","建材營造業","建材營造","-1.82","0.46","0.36","11","0.01"
"1343",="8279","生展","02/02","132.5","35.9","生技醫療業","生物科技,醫藥產業","-1.49","5.2","7.84","59","0.22"
"1344",="7730","暉盛-創","02/02","97.5","35.9","半導體業","興半導體","+2.2","3.04","1.96","20","0.05"
"1345",="6796","晉弘","02/02","88.5","35.6","生技醫療業","生技","+0.45","1.36","8.74","99","0.25"
"1346",="2722","夏都","02/02","24.85","35.6","觀光餐旅","觀光","-1.97","2.56","0.82","33","0.02"
"1347",="5493","三聯","02/02","81.4","35.6","其他電子業","消費性電子產品–監控系統","-2.4","2.04","9.02","111","0.25"
"1348",="3581","博磊","02/02","69.7","35.6","半導體業","半導體","-3.6","5.67","51.2","738","1.45"
"1349",="6951","青新-創","02/02","77.1","35.5","綠能環保","創新板","-1.03","1.28","11.1","144","0.31"
"1350",="3717","聯嘉投控","02/02","17.05","35.4","汽車工業","汽車","-2.85","2.85","9.9","574","0.28"
"1351",="4737","華廣","02/02","52.5","35.3","生技醫療業","醫療器材–血糖機","+1.94","3.88","11.3","218","0.32"
"1352",="1587","吉茂","02/02","44.1","35.3","汽車工業","汽車","-4.44","4.23","44.4","993","1.24"
"1353","00710B","復華彭博非投等債","02/02","19.15","35.3","債券ETF","債券ETF","+0.74","0.37","4.28","224","0.12"
"1354",="6654","天正國際","02/02","86","35.2","其他電子業","其他電子","-3.48","3.03","4.13","48","0.12"
"1355",="6885","全福生技","02/02","26.4","35.2","生技醫療業","醫藥產業","-1.86","3.35","10.6","403","0.3"
"1356",="3041","揚智","02/02","25.05","35.1","半導體業","半導體–IC設計","-3.28","3.09","30.3","1,206","0.86"
"1357",="2506","太設","02/02","9.03","34.9","建材營造業","建材營造","0","1.55","1.24","138","0.04"
"1358",="3040","遠見","02/02","55.4","34.9","其他業","其他","+7.16","11.6","67.7","1,279","2.03"
"1359",="6461","益得","02/02","19.55","34.9","生技醫療業","醫藥產業","-2.25","2.5","4.59","233","0.13"
"1360",="1451","年興","02/02","17.6","34.8","紡織纖維","紡織纖維","-0.85","2.54","2.53","144","0.07"
"1361",="2745","五福","02/02","103","34.8","觀光餐旅","觀光","-0.96","1.44","11.8","115","0.34"
"1362",="6582","申豐","02/02","32.7","34.7","橡膠工業","橡膠","-0.91","6.52","6.71","199","0.19"
"1363",="8097","常珵","02/02","54.4","34.7","通信網路業","通信網路–無線網路","-1.98","4.5","9.62","177","0.28"
"1364",="9935","慶豐富","02/02","19.5","34.7","居家生活","其他","-2.01","2.01","5.28","270","0.15"
"1365",="2596","綠意","02/02","34.65","34.6","建材營造業","建材營造","+0.87","2.91","2.94","85","0.08"
"1366",="6516","勤崴國際","02/02","61.5","34.6","資訊服務業","軟體業–系統整合,軟體業","-1.28","2.09","3.5","57","0.1"
"1367",="009800","中信NASDAQ","02/02","11.09","34.6","國外成分股ETF","國外成分股ETF","-1.33","1.42","39.7","3,566","1.14"
"1368",="9955","佳龍","02/02","33.1","34.6","綠能環保","其他","-7.28","2.66","65.3","1,986","1.9"
"1369",="4939","亞電","02/02","35.15","34.5","電子零組件業","印刷電路板 (PCB)","-5.64","6.17","185","5,241","5.34"
"1370",="1806","冠軍","02/02","8.82","34.4","玻璃陶瓷","玻璃陶瓷","-1.34","1.45","3.27","370","0.09"
"1371",="6179","亞通","02/02","26.9","34.3","其他業","其他","-1.47","1.83","29.8","1,114","0.87"
"1372",="6881","潤德","02/02","228","34.2","其他業","櫃其他","+1.11","0","0.68","3","0.02"
"1373",="6703","軒郁","02/02","103.5","34.1","生技醫療業","櫃生技","-0.96","0.96","5.09","49","0.15"
"1374",="6224","聚鼎","02/02","39.85","34.1","電子零組件業","被動元件","-1.6","2.59","9.8","247","0.29"
"1375",="9919","康那香","02/02","17.45","34.1","其他業","其他","+2.65","8.24","74","4,178","2.14"
"1376",="8011","台通","02/02","20.5","34","通信網路業","通信網路–光通訊,通信網路–網路設備","-0.73","3.87","23.8","1,155","0.7"
"1377",="2239","英利-KY","02/02","28.25","34","汽車工業","汽車","-1.05","3.68","0.89","31","0.03"
"1378",="2069","運錩","02/02","20.4","33.9","鋼鐵工業","鋼鐵","-1.45","2.66","16.5","804","0.48"
"1379",="3141","晶宏","02/02","44.85","33.8","半導體業","半導體–IC設計","-5.78","4.83","37.2","818","1.08"
"1380",="3031","佰鴻","02/02","19.5","33.8","光電業","LED","-3.23","2.73","6.66","339","0.2"
"1381",="6272","驊陞","02/02","41.2","33.7","電子零組件業","興電子零組件","-1.44","4.67","26.5","653","0.8"
"1382",="1730","花仙子","02/02","53.1","33.6","化學工業","化工","+0.19","3.77","5.37","100","0.16"
"1383",="00932","兆豐永續高息等權","02/02","14.79","33.3","國內成分股ETF","國內成分股ETF","-1.86","1.46","12.9","872","0.39"
"1384",="6283","淳安","02/02","22.3","33.2","其他電子業","消費性電子產品–數位相機,手機相關","-0.67","1.78","2.46","111","0.07"
"1385",="6558","興能高","02/02","35.35","33.2","其他電子業","其他電子","-1.53","6.69","77.1","2,118","2.26"
"1386",="3447","展達","02/02","42.8","33.1","通信網路業","通信網路–光通訊,通信網路–無線網路,通信網路–網路設備","-3.71","2.59","17.9","415","0.54"
"1387",="2509","全坤建","02/02","14.7","33","建材營造業","建材營造","-0.34","1.69","2.37","162","0.07"
"1388",="4934","太極","02/02","14.65","33","光電業","光電","-5.48","7.1","17.8","1,190","0.53"
"1389",="4562","穎漢","02/02","37.5","32.8","電機機械","電機機械","-3.35","3.22","13","345","0.39"
"1390",="2516","新建","02/02","14.5","32.8","建材營造業","建材營造","-0.34","2.06","5.73","396","0.18"
"1391",="7747","昕奇雲端","02/02","119.5","32.8","數位雲端","櫃電子商務","0","0.42","1.67","14","0.05"
